"BN","School_Year","Start_Date","Overall_Rating","Indicator_1.1","Indicator_1.2","Indicator_1.3","Indicator_1.4","Indicator_1.5","Indicator_1.6","Indicator_1.7","IndicatorOverall_1","Indicator_2.1","Indicator_2.2","Indicator_2.3","Indicator_2.4","Indicator_2.5","Indicator_2.6","Indicator_2.7","IndicatorOverall_2","Indicator_3.1","Indicator_3.2","Indicator_3.3","Indicator_3.4","Indicator_3.5","Indicator_3.6","Indicator_3.7","Indicator_3.8","IndicatorOverall_3","Indicator_4.1","Indicator_4.2","Indicator_4.3","Indicator_4.4","Indicator_4.5","Indicator_4.6","Indicator_4.7","IndicatorOverall_4","Indicator_5.1","Indicator_5.2","Indicator_5.3","Indicator_5.4","Indicator_5.5","Indicator_5.6","Indicator_5.7","IndicatorOverall_5"
"K260","2008-09","39869","P","P","P","P","UPF","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P"
"M038","2008-09","39869","WD","P","WD","WD","WD","No Data","No Data","No Data","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD","WD","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","WD","WD","WD","No Data","No Data","No Data","WD","P","WD","P","WD","No Data","No Data","No Data","P"
"M110","2008-09","39869","WD","WD","WD","P","WD","No Data","No Data","No Data","WD","P","WD","P","WD","No Data","No Data","No Data","P","WD","WD","WD","P","No Data","No Data","No Data","No Data","WD","WD","P","WD","WD","No Data","No Data","No Data","WD","P","WD","WD","WD","No Data","No Data","No Data","WD"
"M308","2008-09","39869","WD","WD","WD","WD","P","No Data","No Data","No Data","WD","WD","P","P","P","No Data","No Data","No Data","P","WD","WD","P","WD","No Data","No Data","No Data","No Data","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD"
"M368","2008-09","39869","P","P","UPF","WD","P","No Data","No Data","No Data","P","P","P","UPF","WD","No Data","No Data","No Data","P","P","P","WD","WD","No Data","No Data","No Data","No Data","P","UPF","P","WD","P","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P"
"Q065","2008-09","39869","P","WD","WD","WD","P","No Data","No Data","No Data","WD","P","P","P","P","No Data","No Data","No Data","P","P","P","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","WD","P","P","No Data","No Data","No Data","P"
"K156","2008-09","39870","P","P","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","P","P","P","WD","P","No Data","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P"
"K483","2008-09","39870","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD","P","WD","P","WD","No Data","No Data","No Data","P","WD","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","WD","WD","WD","No Data","No Data","No Data","WD","WD","P","WD","WD","No Data","No Data","No Data","WD"
"M680","2008-09","39870","P","P","P","UPF","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","No Data","P","UPF","P","P","WD","No Data","No Data","No Data","P","P","P","UPF","P","No Data","No Data","No Data","P"
"Q496","2008-09","39870","UPF","UPF","UPF","P","UPF","No Data","No Data","No Data","UPF","UPF","UPF","UPF","P","No Data","No Data","No Data","UPF","P","UPF","UPF","P","No Data","No Data","No Data","No Data","UPF","UPF","P","UPF","UPF","No Data","No Data","No Data","UPF","UPF","UPF","P","P","No Data","No Data","No Data","UPF"
"X016","2008-09","39870","P","P","WD","WD","P","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","UPF","P","WD","No Data","No Data","No Data","No Data","P","UPF","WD","P","P","No Data","No Data","No Data","P","P","P","UPF","P","No Data","No Data","No Data","P"
"X310","2008-09","39870","P","P","P","P","P","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","P"
"X335","2008-09","39870","P","P","UPF","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","UPF","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","WD","No Data","No Data","No Data","P","P","P","P","WD","No Data","No Data","No Data","P"
"K126","2008-09","39875","P","P","UPF","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","WD","No Data","No Data","No Data","P","P","P","P","WD","No Data","No Data","No Data","P"
"K586","2008-09","39875","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD","P","P","WD","WD","No Data","No Data","No Data","No Data","P","WD","WD","WD","WD","No Data","No Data","No Data","WD","WD","WD","WD","WD","No Data","No Data","No Data","WD"
"K670","2008-09","39875","UPF","UPF","UPF","P","UPF","No Data","No Data","No Data","UPF","UPF","P","UPF","P","No Data","No Data","No Data","P","UPF","UPF","P","P","No Data","No Data","No Data","No Data","UPF","UPF","P","P","WD","No Data","No Data","No Data","P","UPF","UPF","UPF","P","No Data","No Data","No Data","UPF"
"Q119","2008-09","39875","P","P","P","P","UPF","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","P"
"Q233","2008-09","39875","P","P","P","P","P","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","P","UPF","P","No Data","No Data","No Data","P"
"X341","2008-09","39875","P","WD","WD","P","WD","No Data","No Data","No Data","WD","P","WD","P","P","No Data","No Data","No Data","P","WD","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","WD","WD","WD","No Data","No Data","No Data","WD","WD","P","P","WD","No Data","No Data","No Data","P"
"X366","2008-09","39875","P","WD","P","WD","P","No Data","No Data","No Data","P","P","P","P","UPF","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","No Data","P","UPF","P","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P"
"X367","2008-09","39875","P","P","UPF","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","UPF","P","P","No Data","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P","P","P","P","P","No Data","No Data","No Data","P"
